INFO:arc_agi.scorecard:Initialized ScorecardManager with idle_for=0:15:00 and max_open_for=3 days, 0:00:00
2026-08-11 10:41:23 | INFO | Got anonymous API key: e735debb-533d-4a97-9e32-3f3703a12ad8
Got anonymous API key: e735debb-533d-4a97-9e32-3f3703a12ad8
2026-08-11 10:41:23 | INFO | You can register for an API key at https://three.arcprize.org
You can register for an API key at https://three.arcprize.org
2026-08-11 10:41:24 | INFO | Successfully fetched 25 environment(s) from API
Successfully fetched 25 environment(s) from API
=== [1/1] cn04 ===
2026-08-11 10:41:24 | INFO | Created new scorecard: ec8672e3-e4d3-4f72-b810-ea4dde42b314
Created new scorecard: ec8672e3-e4d3-4f72-b810-ea4dde42b314
2026-08-11 10:41:25 | INFO | Successfully fetched metadata for game cn04
Successfully fetched metadata for game cn04
2026-08-11 10:41:26 | INFO | Successfully downloaded game cn04 (version: 2fe56bfb) to environment_files\cn04\2fe56bfb
Successfully downloaded game cn04 (version: 2fe56bfb) to environment_files\cn04\2fe56bfb
2026-08-11 10:41:26 | INFO | Successfully loaded game class Cn04 from environment_files\cn04\2fe56bfb\cn04.py
Successfully loaded game class Cn04 from environment_files\cn04\2fe56bfb\cn04.py
cn04 - RESET: count 0, levels completed 0, avg fps 0.0)
cn04 - ACTION2: count 1630, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1631, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1632, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1633, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1634, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1635, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1636, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1637, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1638, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1639, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1640, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1641, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1642, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1643, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1644, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1645, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1646, levels completed 1, avg fps 19.99)
cn04 - RESET: count 1647, levels completed 1, avg fps 20.0)
cn04 - ACTION1: count 1648, levels completed 1, avg fps 20.01)
cn04 - ACTION2: count 1649, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1650, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1651, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1652, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1653, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1654, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1655, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1656, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1657, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1658, levels completed 1, avg fps 20.01)
cn04 - ACTION2: count 1659, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1660, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1661, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1662, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1663, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1664, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1665, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1666, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1667, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1668, levels completed 1, avg fps 20.01)
cn04 - ACTION2: count 1669, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1670, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1671, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1672, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1673, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1674, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1675, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1676, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1677, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1678, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1679, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1680, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1681, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1682, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1683, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1684, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1685, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1686, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1687, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1688, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1689, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1690, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1691, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1692, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1693, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1694, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1695, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1696, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1697, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1698, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1699, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1700, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1701, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1702, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1703, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1704, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1705, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1706, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1707, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1708, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1709, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1710, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1711, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1712, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1713, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1714, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1715, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1716, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1717, levels completed 1, avg fps 20.0)
cn04 - ACTION2: count 1718, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1719, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1720, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1721, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1722, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1723, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1724, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1725, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1726, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1727, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1728, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1729, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1730, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1731, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1732, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1733, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1734, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1735, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1736, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1737, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1738, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1739, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1740, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1741, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1742, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1743, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1744, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1745, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1746, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1747, levels completed 1, avg fps 19.97)
cn04 - RESET: count 1748, levels completed 1, avg fps 19.98)
cn04 - ACTION1: count 1749, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1750, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1751, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1752, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1753, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1754, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1755, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1756, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1757, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1758, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1759, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1760, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1761, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1762, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1763, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1764, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1765, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1766, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1767, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1768, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1769, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1770, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1771, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1772, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1773, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1774, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1775, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1776, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1777, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1778, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1779, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1780, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1781, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1782, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1783, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1784, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1785, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1786, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1787, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1788, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1789, levels completed 1, avg fps 19.99)
cn04 - ACTION2: count 1790, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1791, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1792, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1793, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1794, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1795, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1796, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1797, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1798, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1799, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1800, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1801, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1802, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1803, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1804, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1805, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1806, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1807, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1808, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1809, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1810, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1811, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1812, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1813, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1814, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1815, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1816, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1817, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1818, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1819, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1820, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1821, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1822, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1823, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1824, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1825, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1826, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1827, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1828, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1829, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1830, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1831, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1832, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1833, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1834, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1835, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1836, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1837, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1838, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1839, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1840, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1841, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1842, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1843, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1844, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1845, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1846, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1847, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1848, levels completed 1, avg fps 19.96)
cn04 - RESET: count 1849, levels completed 1, avg fps 19.97)
cn04 - ACTION1: count 1850, levels completed 1, avg fps 19.98)
cn04 - ACTION2: count 1851, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1852, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1853, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1854, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1855, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1856, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1857, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1858, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1859, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1860, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1861, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1862, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1863, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1864, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1865, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1866, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1867, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1868, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1869, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1870, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1871, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1872, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1873, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1874, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1875, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1876, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1877, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1878, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1879, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1880, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1881, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1882, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1883, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1884, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1885, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1886, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1887, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1888, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1889, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1890, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1891, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1892, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1893, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1894, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1895, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1896, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1897, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1898, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1899, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1900, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1901, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1902, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1903, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1904, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1905, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1906, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1907, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1908, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1909, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1910, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1911, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1912, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1913, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1914, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1915, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1916, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1917, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1918, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1919, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1920, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1921, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1922, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1923, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1924, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1925, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1926, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1927, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1928, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1929, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1930, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1931, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1932, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1933, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1934, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1935, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1936, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1937, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1938, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1939, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1940, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1941, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1942, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1943, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1944, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1945, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1946, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1947, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1948, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1949, levels completed 1, avg fps 19.95)
cn04 - RESET: count 1950, levels completed 1, avg fps 19.97)
cn04 - ACTION1: count 1951, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1952, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1953, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1954, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1955, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1956, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1957, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1958, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1959, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1960, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1961, levels completed 1, avg fps 19.97)
cn04 - ACTION2: count 1962, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1963, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1964, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1965, levels completed 1, avg fps 19.96)
cn04 - ACTION2: count 1966, levels completed 1, avg fps 19.94)
cn04 - ACTION2: count 1967, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1968, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1969, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1970, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1971, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1972, levels completed 1, avg fps 19.94)
cn04 - ACTION2: count 1973, levels completed 1, avg fps 19.94)
cn04 - ACTION2: count 1974, levels completed 1, avg fps 19.94)
cn04 - ACTION2: count 1975, levels completed 1, avg fps 19.94)
cn04 - ACTION2: count 1976, levels completed 1, avg fps 19.94)
cn04 - ACTION2: count 1977, levels completed 1, avg fps 19.94)
cn04 - ACTION2: count 1978, levels completed 1, avg fps 19.94)
cn04 - ACTION2: count 1979, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1980, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1981, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1982, levels completed 1, avg fps 19.94)
cn04 - ACTION2: count 1983, levels completed 1, avg fps 19.94)
cn04 - ACTION2: count 1984, levels completed 1, avg fps 19.94)
cn04 - ACTION2: count 1985, levels completed 1, avg fps 19.94)
cn04 - ACTION2: count 1986, levels completed 1, avg fps 19.94)
cn04 - ACTION2: count 1987, levels completed 1, avg fps 19.94)
cn04 - ACTION2: count 1988, levels completed 1, avg fps 19.94)
cn04 - ACTION2: count 1989, levels completed 1, avg fps 19.94)
cn04 - ACTION2: count 1990, levels completed 1, avg fps 19.94)
cn04 - ACTION2: count 1991, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 1992, levels completed 1, avg fps 19.94)
cn04 - ACTION2: count 1993, levels completed 1, avg fps 19.94)
cn04 - ACTION2: count 1994, levels completed 1, avg fps 19.94)
cn04 - ACTION2: count 1995, levels completed 1, avg fps 19.94)
cn04 - ACTION2: count 1996, levels completed 1, avg fps 19.94)
cn04 - ACTION2: count 1997, levels completed 1, avg fps 19.94)
cn04 - ACTION2: count 1998, levels completed 1, avg fps 19.94)
cn04 - ACTION2: count 1999, levels completed 1, avg fps 19.94)
cn04 - ACTION2: count 2000, levels completed 1, avg fps 19.94)
cn04 - ACTION2: count 2001, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 2002, levels completed 1, avg fps 19.93)
cn04 - ACTION2: count 2003, levels completed 1, avg fps 19.93)
cn04 - ACTION2: count 2004, levels completed 1, avg fps 19.93)
cn04 - ACTION2: count 2005, levels completed 1, avg fps 19.93)
cn04 - ACTION2: count 2006, levels completed 1, avg fps 19.93)
cn04 - ACTION2: count 2007, levels completed 1, avg fps 19.94)
cn04 - ACTION2: count 2008, levels completed 1, avg fps 19.94)
cn04 - ACTION2: count 2009, levels completed 1, avg fps 19.94)
cn04 - ACTION2: count 2010, levels completed 1, avg fps 19.94)
cn04 - ACTION2: count 2011, levels completed 1, avg fps 19.94)
cn04 - ACTION2: count 2012, levels completed 1, avg fps 19.93)
cn04 - ACTION2: count 2013, levels completed 1, avg fps 19.93)
cn04 - ACTION2: count 2014, levels completed 1, avg fps 19.93)
cn04 - ACTION2: count 2015, levels completed 1, avg fps 19.93)
cn04 - ACTION2: count 2016, levels completed 1, avg fps 19.93)
cn04 - ACTION2: count 2017, levels completed 1, avg fps 19.93)
cn04 - ACTION2: count 2018, levels completed 1, avg fps 19.93)
cn04 - ACTION2: count 2019, levels completed 1, avg fps 19.93)
cn04 - ACTION4: count 2020, levels completed 1, avg fps 19.93)
cn04 - ACTION5: count 2021, levels completed 1, avg fps 19.94)
cn04 - ACTION4: count 2022, levels completed 1, avg fps 19.95)
cn04 - ACTION2: count 2023, levels completed 1, avg fps 19.96)
cn04 - ACTION4: count 2024, levels completed 1, avg fps 19.97)
cn04 - ACTION3: count 2025, levels completed 1, avg fps 19.98)
cn04 - ACTION3: count 2026, levels completed 1, avg fps 19.99)
cn04 - ACTION1: count 2027, levels completed 1, avg fps 20.0)
cn04 - ACTION1: count 2028, levels completed 1, avg fps 20.01)
cn04 - ACTION2: count 2029, levels completed 1, avg fps 20.02)
cn04 - ACTION5: count 2030, levels completed 1, avg fps 20.03)
cn04 - ACTION4: count 2031, levels completed 1, avg fps 20.04)
cn04 - ACTION5: count 2032, levels completed 1, avg fps 20.05)
cn04 - ACTION4: count 2033, levels completed 1, avg fps 20.06)
cn04 - ACTION2: count 2034, levels completed 1, avg fps 20.07)
